ID,gender,age,annual_income (*1000$),spending_score (1-100),family_size,family_annual_income,spent_by_categories(1-10),state,job_title
5482,Male,42,113,74,4,160,8,Minnesota,Web Developer
5483,Female,58,60,27,3,174,8,South Dakota,CNC Operator
5484,Male,24,54,68,6,106,1,New York,Designer
5485,Female,35,104,4,2,153,2,North Carolina,Clerk
5486,Female,55,58,9,2,149,7,West Virginia,HR Coordinator
5487,Female,75,55,9,5,62,2,Missouri,HR Coordinator
5488,Female,45,125,25,6,67,9,Washington,Retail Trainee
5489,Female,67,44,45,3,73,9,Missouri,Cook
5490,Male,45,83,74,5,113,1,Tennessee,Cash Manager
5491,Male,20,45,52,5,155,7,North Carolina,Restaurant Manager
5492,Male,48,74,23,5,119,8,Texas,Paramedic
5493,Female,22,90,67,3,84,9,New York,Call Center Representative
5494,Male,35,124,19,2,141,7,Michigan,Electrician
5495,Female,72,125,42,4,68,1,Arizona,Business Broker
5496,Female,37,108,66,6,109,5,New York,Restaurant Manager
5497,Female,48,68,63,2,113,6,Utah,Business Broker
5498,Male,35,42,37,2,90,2,Minnesota,Healthcare Specialist
5499,Male,58,41,48,6,145,5,Virginia,Baker
5500,Female,35,72,11,5,183,5,Iowa,Ambulatory Nurse
5501,Male,68,51,7,3,91,3,Illinois,Clerk
5502,Male,37,46,84,3,67,5,Florida,Bookkeeper
5503,Female,37,115,37,6,115,9,Massachusetts,Assistant Buyer
5504,Female,70,106,28,5,101,5,North Carolina,Fabricator
5505,Female,26,98,78,4,164,2,New York,Global Logistics Supervisor
5506,Female,60,83,1,2,80,9,Louisiana,Retail Trainee
5507,Male,35,99,38,6,106,6,Nebraska,Restaurant Manager
5508,Female,45,101,16,6,153,7,Connecticut,Loan Officer
5509,Male,40,55,12,5,54,4,Texas,Retail Trainee
5510,Male,61,109,23,3,66,5,Arizona,HR Specialist
5511,Male,38,68,69,6,56,1,Pennsylvania,Project Manager
5512,Female,76,116,16,5,187,1,Michigan,Machine Operator
5513,Male,69,94,60,5,174,7,Florida,Loan Officer
5515,Male,16,102,81,6,107,8,West Virginia,Production Painter
5516,Female,74,85,19,2,105,7,Kentucky,Steward
5517,Male,50,75,18,2,70,9,North Carolina,Design Engineer
5518,Male,54,72,9,5,57,2,Maryland,Call Center Representative
5519,Male,20,116,64,6,96,8,Mississippi,Service Supervisor
5520,Female,35,71,7,3,116,6,Georgia,Global Logistics Supervisor
5521,Female,71,61,83,3,106,5,New Mexico,Health Educator
5522,Male,76,42,80,2,90,7,Texas,Design Engineer
5523,Male,24,47,86,4,138,3,Delaware,Systems Administrator
5525,Female,42,73,82,2,81,3,Georgia,HR Specialist
5526,Female,67,53,91,4,95,7,New Hampshire,Design Engineer
5527,Male,28,97,8,4,141,9,Iowa,Pharmacist
5528,Female,60,72,83,6,168,7,Virginia,Machine Operator
5529,Female,59,65,74,4,139,4,North Dakota,Web Developer
5530,Male,42,96,64,3,133,7,Delaware,Front Desk Coordinator
5531,Female,74,80,8,4,63,4,Texas,Inspector
5532,Female,47,95,1,3,117,8,Alabama,Cook
5533,Male,71,44,57,4,60,1,South Carolina,Lecturer
5534,Male,40,121,19,2,115,2,Virginia,Investment  Advisor
5535,Male,22,44,42,6,172,8,Colorado,Ambulatory Nurse
5536,Male,72,110,44,3,106,8,New York,Webmaster
5537,Female,61,103,53,5,78,6,Indiana,Banker
5538,Female,56,92,7,5,69,8,South Dakota,Machine Operator
5539,Male,42,66,73,5,76,6,New Mexico,HR Coordinator
5540,Female,36,104,76,4,118,4,Georgia,Insurance Broker
5541,Male,38,100,52,4,60,3,Kentucky,Bookkeeper
5542,Female,26,50,78,2,136,4,Massachusetts,Service Supervisor
5543,Male,25,86,28,3,180,9,Mississippi,Call Center Representative
5544,Male,31,120,4,4,177,7,Maryland,Retail Trainee
5545,Female,70,97,69,2,116,2,Nevada,Biologist
5546,Male,42,99,25,2,70,8,New York,Front Desk Coordinator
5547,Female,46,43,55,4,102,3,Minnesota,Chef Manager
5548,Female,54,106,21,5,152,5,Mississippi,Associate Professor
5549,Female,16,52,77,2,96,6,Tennessee,Inspector
5550,Female,35,75,54,4,106,7,North Dakota,Cashier
5551,Female,18,80,32,6,119,7,Florida,Call Center Representative
5552,Female,16,50,58,6,71,3,Iowa,Physician
5553,Male,55,51,14,2,131,2,New York,Machine Operator
5554,Male,41,83,54,4,150,5,Florida,Paramedic
5555,Female,22,128,57,5,63,2,Mississippi,Executive Director
5556,Male,47,92,19,6,130,8,Delaware,Restaurant Manager
5557,Female,47,104,40,4,83,5,Texas,Dentist
5558,Male,45,73,81,4,149,6,Idaho,Webmaster
5559,Male,39,80,37,2,115,8,Texas,Executive Director
5560,Female,28,100,50,3,73,4,Idaho,Web Developer
5561,Male,51,104,51,5,137,1,Texas,Global Logistics Supervisor
5562,Male,35,113,5,6,181,1,Pennsylvania,Cash Manager
5563,Male,27,120,10,3,109,7,Alabama,Mobile Developer
5564,Male,21,71,10,4,171,6,Massachusetts,Software Engineer
5565,Female,20,89,50,2,124,4,Tennessee,Lecturer
5566,Female,17,61,23,6,107,6,Tennessee,Retail Trainee
5567,Male,29,53,41,6,167,9,Kentucky,Cook
5568,Male,20,100,73,4,100,6,New Hampshire,Project Manager
5569,Male,24,61,17,2,95,8,California,Laboratory Technician
5570,Female,16,105,32,5,73,8,California,Executive Director
5571,Female,56,44,51,2,61,3,New York,Software Engineer
5572,Female,34,90,38,3,150,9,Texas,Healthcare Specialist
5573,Female,65,92,39,6,93,3,Pennsylvania,Business Broker
5574,Male,45,98,79,3,106,1,Texas,Business Broker
5575,Female,35,81,46,3,178,4,Pennsylvania,Pharmacist
5576,Female,70,118,18,2,165,1,New Jersey,Electrician
5577,Female,77,73,22,2,96,6,Texas,Web Developer
5578,Male,28,121,16,4,152,3,Minnesota,Steward
5579,Female,78,63,14,3,136,6,New York,Software Engineer
5580,Female,37,40,32,3,53,9,Virginia,Accountant
5581,Male,58,48,17,3,56,9,South Carolina,Software Engineer
5582,Male,73,92,70,6,156,7,Virginia,Bellman
5583,Male,24,43,78,4,99,2,Texas,Treasurer
5584,Female,18,111,8,5,81,8,Minnesota,Paramedic
5585,Male,71,114,20,6,111,7,Texas,Audiologist
5586,Male,56,55,73,3,76,6,Delaware,Call Center Representative
5587,Female,38,120,14,5,119,2,Georgia,Business Broker
5588,Female,50,71,82,6,168,3,Alabama,CNC Operator
5589,Female,67,48,20,2,78,8,Connecticut,Treasurer
5590,Female,48,80,88,3,94,9,New Jersey,Lecturer
5591,Female,29,54,72,5,162,3,Pennsylvania,HR Coordinator
5592,Male,60,67,52,3,64,3,New Jersey,Inspector
5593,Male,21,102,62,2,106,1,New Mexico,Lecturer
5594,Male,53,61,60,5,106,6,New Hampshire,Webmaster
5595,Female,45,47,37,4,180,2,Hawaii,Production Painter
5596,Female,34,104,17,5,83,5,Michigan,Machine Operator
5597,Female,66,106,31,4,90,4,South Carolina,Bookkeeper
5598,Female,69,52,56,4,80,9,Texas,Dentist
5599,Female,23,114,41,4,129,8,Missouri,Banker
5600,Male,18,97,21,5,69,7,Mississippi,Stockbroker
5601,Male,44,50,64,5,84,2,California,Electrician
5602,Female,27,81,57,2,136,9,Delaware,Operator
5603,Female,35,107,22,2,112,2,Ohio,Inspector
5604,Male,25,81,73,5,157,9,New York,Global Logistics Supervisor
5605,Female,61,75,45,3,148,6,Oregon,Fabricator
5606,Female,39,126,77,6,78,7,Hawaii,Call Center Representative
5607,Male,25,52,30,6,68,7,Kentucky,Food Technologist
5608,Male,66,91,56,4,145,8,Iowa,Inspector
5609,Male,24,113,88,2,69,2,New Jersey,Paramedic
5610,Male,18,84,46,3,93,5,Missouri,Webmaster
5611,Female,68,40,79,3,102,8,New Hampshire,Associate Professor
5612,Female,41,127,28,3,176,3,Virginia,Laboratory Technician
5613,Male,16,115,54,3,136,3,Missouri,Ambulatory Nurse
5614,Male,64,109,76,3,58,1,North Carolina,Budget Analyst
5615,Female,68,76,62,2,144,1,Washington,Laboratory Technician
5616,Male,34,129,62,3,188,9,New York,Production Painter
5617,Female,58,128,93,2,125,6,New York,Inspector
5618,Male,37,100,27,4,64,6,Kansas,Audiologist
5619,Male,18,128,8,3,168,7,Minnesota,Clerk
5620,Female,53,71,76,5,144,8,New Mexico,Clerk
5621,Male,72,61,75,4,140,6,South Carolina,Restaurant Manager
5623,Female,46,91,57,3,83,9,New York,Mobile Developer
5624,Male,23,94,81,4,142,7,Kansas,Lecturer
5625,Male,19,127,41,6,89,5,Delaware,Lecturer
5626,Female,75,107,32,6,131,3,South Dakota,Mobile Developer
5627,Female,60,50,32,6,91,2,Kansas,Mobile Developer
5628,Female,47,63,4,6,147,5,New York,Software Engineer
5629,Male,54,62,81,6,91,4,Iowa,Bellman
5630,Male,21,97,32,6,126,9,Tennessee,Cook
5631,Female,39,110,5,4,119,6,Kentucky,Front Desk Coordinator
5633,Male,71,50,59,2,79,8,Ohio,Dentist
5634,Male,71,96,94,6,94,8,Virginia,Audiologist
5635,Male,55,124,84,6,83,1,Missouri,Insurance Broker
5636,Male,53,47,85,5,84,2,Kansas,Service Supervisor
5637,Male,58,96,85,3,77,5,Connecticut,Electrician
5638,Female,26,116,15,6,92,9,Arizona,Insurance Broker
5639,Female,62,55,19,3,80,7,Texas,Investment  Advisor
5640,Male,56,72,23,5,184,9,Connecticut,Mobile Developer
5641,Male,19,76,46,5,183,7,Ohio,Loan Officer
5642,Male,75,74,85,2,178,5,New Mexico,Clerk
5643,Female,63,106,3,2,138,7,Tennessee,IT Support Staff
5644,Male,72,103,9,3,62,3,Kentucky,Budget Analyst
5645,Female,64,113,78,3,74,2,New York,Restaurant Manager
5646,Female,49,79,40,3,188,3,New York,Cashier
5647,Male,22,83,85,2,108,2,Delaware,Electrician
5648,Male,62,119,19,5,143,9,Hawaii,Executive Director
5649,Male,32,78,66,4,159,4,Texas,Service Supervisor
5650,Male,71,74,53,2,103,3,Hawaii,Executive Director
5651,Male,72,113,15,2,157,6,Arizona,Insurance Broker
5652,Male,38,103,30,4,178,6,Mississippi,Baker
5653,Female,73,79,43,3,153,3,Delaware,HR Specialist
5654,Female,16,58,72,2,122,4,Texas,Mobile Developer
5655,Female,26,86,28,2,111,2,Missouri,Inspector
5656,Female,44,87,32,6,56,4,New Hampshire,Banker
5657,Female,35,59,47,2,60,2,Massachusetts,Investment  Advisor
5658,Male,37,60,59,3,163,4,New York,Cash Manager
5659,Male,29,70,69,4,183,5,Nevada,Treasurer
5660,Female,19,69,13,3,166,9,Oregon,Laboratory Technician
5661,Female,29,114,83,5,107,2,Hawaii,Business Broker
5662,Male,32,43,15,6,85,9,Georgia,Inspector
5663,Female,28,48,23,2,109,9,California,Cashier
5665,Female,48,110,63,3,165,9,Utah,Cash Manager
5666,Female,39,44,86,4,67,1,Texas,Paramedic
5667,Female,18,93,69,3,97,2,New York,Electrician
5668,Male,43,92,77,4,64,4,Florida,Paramedic
5669,Female,64,116,25,4,126,3,Minnesota,Executive Director
5670,Female,64,94,52,5,154,9,North Dakota,Audiologist
5671,Female,20,84,76,2,116,7,Iowa,Physician
5672,Male,53,103,66,6,143,2,New Hampshire,Associate Professor
5673,Female,21,54,31,2,65,8,Oregon,Steward
5675,Female,75,97,28,5,148,1,Hawaii,Biologist
5676,Female,50,112,70,6,123,8,Utah,Production Painter
5677,Male,61,52,72,3,103,5,Alabama,Laboratory Technician
5678,Female,24,62,23,6,72,4,Nevada,Electrician
5679,Female,70,76,5,2,140,5,Texas,Loan Officer
5680,Male,18,76,93,3,59,7,New York,Dentist
5681,Female,27,110,7,5,110,3,Texas,Treasurer
5682,Male,76,85,12,2,161,3,Minnesota,Biologist
5683,Female,31,125,9,2,105,7,Texas,HR Coordinator
5684,Female,49,113,38,3,171,1,New Hampshire,Chef Manager
5685,Male,74,81,14,6,127,5,Texas,Banker
5686,Male,55,61,48,4,177,3,South Carolina,Bellman
5687,Female,75,100,88,3,129,2,Minnesota,Bookkeeper
5688,Female,73,102,85,2,179,7,Mississippi,Laboratory Technician
5689,Female,40,68,33,2,156,3,Texas,CNC Operator
5690,Female,38,67,18,6,113,3,Michigan,Global Logistics Supervisor
5691,Male,39,85,73,6,170,9,Illinois,Accountant
5692,Female,42,90,50,3,99,6,Pennsylvania,Operator
5693,Female,68,49,33,4,101,6,Georgia,Auditor
5694,Female,28,41,71,2,121,8,Texas,Webmaster
5695,Male,70,129,46,3,79,8,Mississippi,Stockbroker
5696,Female,71,103,11,2,131,3,Kansas,Doctor
5697,Female,40,80,55,6,185,4,Nebraska,Chef Manager
5698,Female,16,114,56,5,112,8,South Dakota,Dentist
5699,Male,64,102,24,6,162,5,Massachusetts,Electrician
5700,Male,57,68,4,6,115,4,New York,Electrician
5701,Male,75,70,92,2,168,1,Minnesota,Accountant
5702,Female,51,45,84,6,121,7,Washington,Executive Director
5703,Female,41,50,86,4,167,6,Louisiana,Biologist
5704,Male,42,129,72,4,138,4,Kentucky,Steward
5705,Female,36,95,4,5,151,5,Florida,Fabricator
5706,Male,25,102,63,6,111,8,Florida,Ambulatory Nurse
5707,Male,31,84,94,4,96,6,Pennsylvania,Ambulatory Nurse
5708,Male,75,48,63,3,75,7,Minnesota,Laboratory Technician
5709,Female,27,96,15,4,175,7,Delaware,Inspector
5710,Male,74,67,72,6,121,8,Tennessee,IT Support Staff
5711,Male,28,42,84,3,167,1,Oregon,Health Educator
5712,Female,57,67,51,2,52,6,New Hampshire,Audiologist
5713,Male,31,71,30,4,77,6,Illinois,Treasurer
5714,Female,24,98,63,5,63,1,Maryland,Treasurer
5715,Male,57,122,30,4,77,6,Mississippi,Machine Operator
5716,Male,44,53,73,6,177,8,Maryland,Physician
5717,Male,55,57,62,3,123,9,South Dakota,Operator
5718,Female,68,88,70,6,182,3,North Dakota,Auditor
5719,Female,66,97,92,6,177,9,New York,Treasurer
5720,Female,37,62,60,4,86,4,Arizona,Project Manager
5721,Male,72,127,73,6,60,8,Florida,Inspector
5722,Male,62,116,23,4,112,9,Arizona,Systems Administrator
5723,Female,22,117,4,5,127,5,Hawaii,Investment  Advisor
5725,Female,46,123,85,3,125,5,Oregon,Dentist
5726,Female,26,79,63,3,64,1,Hawaii,Steward
5727,Male,76,53,39,3,123,7,Florida,Web Developer
5728,Male,22,58,94,3,65,2,Ohio,Treasurer
5729,Male,46,115,22,3,101,6,New Hampshire,Assistant Buyer
5730,Female,72,109,58,3,60,3,Georgia,Webmaster
5731,Male,56,117,21,4,75,9,Florida,Cashier
5732,Male,19,46,90,3,55,2,Ohio,Business Broker
5733,Male,37,48,23,2,151,3,Colorado,Assistant Buyer
5734,Male,56,78,11,3,111,6,Tennessee,Treasurer
5735,Female,23,40,47,2,135,7,Nebraska,Healthcare Specialist
5736,Female,36,74,46,5,119,5,Tennessee,Bellman
5737,Female,32,106,3,3,91,6,Texas,Call Center Representative
5738,Male,46,48,94,4,163,3,Colorado,Retail Trainee
5739,Female,46,69,44,3,119,3,Ohio,Design Engineer
5740,Male,78,92,12,3,77,4,Connecticut,Business Broker
5741,Male,64,53,35,6,116,2,New York,Auditor
5742,Male,69,74,41,5,105,9,Iowa,Executive Director
5743,Male,55,98,76,6,109,8,Connecticut,Global Logistics Supervisor
5744,Male,32,86,45,4,75,3,North Carolina,Biologist
5745,Male,67,41,35,5,64,6,New York,Front Desk Coordinator
5746,Male,20,66,20,5,102,1,Illinois,Health Educator
5747,Male,25,98,50,4,182,3,Massachusetts,Operator
5748,Male,73,98,78,4,84,6,Texas,Designer
5749,Female,59,98,83,2,105,9,Delaware,Bookkeeper
5750,Male,71,91,19,3,74,2,Michigan,Operator
5751,Male,56,67,74,5,104,4,New York,Biologist
5752,Male,66,54,50,4,176,5,Louisiana,Chef Manager
5753,Female,77,50,58,4,82,3,Florida,Budget Analyst
5754,Male,17,77,47,2,79,4,New York,Laboratory Technician
5755,Male,43,102,32,4,89,7,North Dakota,Production Painter
5756,Male,39,46,68,5,162,5,Kentucky,Healthcare Specialist
5757,Male,73,124,19,3,159,4,South Carolina,Chef Manager
5758,Female,53,98,66,2,132,3,Nebraska,Web Developer
5759,Male,31,118,19,5,151,9,Kentucky,Stockbroker
5760,Male,55,93,55,5,62,5,New York,CNC Operator
5761,Male,76,96,20,6,63,7,Indiana,Clerk
5762,Male,56,86,4,6,165,1,Texas,IT Support Staff
5763,Male,54,118,12,5,179,9,California,Project Manager
5764,Male,62,117,51,3,131,6,South Dakota,Baker
5765,Female,45,50,70,5,64,1,Idaho,Clerk
5766,Female,62,40,31,5,93,1,Georgia,Mobile Developer
5767,Female,54,73,49,6,161,7,Texas,Assistant Buyer
5768,Male,38,70,76,5,109,5,Minnesota,Front Desk Coordinator
5769,Female,41,83,19,2,101,7,Georgia,Bookkeeper
5770,Male,20,47,46,4,109,1,Colorado,Insurance Broker
5771,Female,20,117,15,5,146,4,Virginia,Assistant Buyer
5772,Female,75,51,92,2,146,1,Utah,Staffing Consultant
5773,Female,30,57,65,6,73,3,New York,Associate Professor
5774,Male,67,71,36,3,159,5,New Hampshire,Lecturer
5775,Female,43,114,39,2,125,9,California,Audiologist
5776,Male,70,49,12,6,63,8,Kansas,Retail Trainee
5778,Male,61,93,15,5,143,4,Nebraska,Webmaster
5779,Male,20,76,34,6,119,6,Arizona,Webmaster
5780,Male,38,49,13,6,122,4,Delaware,Health Educator
5781,Female,22,77,17,5,135,3,North Carolina,Physician
5782,Female,16,100,76,3,103,1,Colorado,Biologist
5783,Female,34,61,52,3,160,6,New York,Healthcare Specialist
5784,Male,20,75,33,4,72,6,Arizona,Production Painter
5785,Female,57,110,29,4,182,6,Pennsylvania,Loan Officer
5786,Female,64,100,84,5,145,8,New York,Service Supervisor
5787,Female,64,103,33,6,136,6,Delaware,Baker
5789,Female,29,87,72,5,115,4,Georgia,Budget Analyst
5790,Female,62,73,63,3,118,9,Indiana,Accountant
5791,Male,36,128,83,5,148,7,Delaware,Production Painter
5792,Female,69,113,46,6,164,2,Ohio,Executive Director
5793,Male,19,108,59,5,53,4,New Hampshire,Laboratory Technician
5794,Female,20,97,19,2,161,3,South Dakota,Food Technologist
5795,Female,18,122,47,4,118,9,Hawaii,Stockbroker
5796,Male,77,105,76,5,94,5,New Hampshire,Fabricator
5797,Female,38,54,77,3,67,2,Tennessee,IT Support Staff
5798,Female,49,127,70,6,77,2,Iowa,Project Manager
5799,Female,44,86,67,4,160,3,Alabama,Budget Analyst
5800,Male,71,85,23,5,100,8,Missouri,Web Developer
5801,Male,33,78,75,6,153,1,Texas,Food Technologist
5802,Male,33,65,85,5,172,8,New York,Cash Manager
5803,Female,36,41,72,5,149,1,Kentucky,Business Broker
5804,Male,17,44,54,6,167,9,Texas,Service Supervisor
5805,Male,35,117,11,4,186,5,Tennessee,Lecturer
5806,Female,36,112,63,5,187,2,South Carolina,HR Specialist
5807,Female,33,120,52,2,74,2,Texas,Banker
5808,Female,21,96,48,5,117,5,Massachusetts,Doctor
5809,Female,39,48,33,6,54,2,Indiana,HR Coordinator
5810,Female,33,104,69,2,120,4,Texas,HR Specialist
5811,Male,66,100,74,6,113,7,Texas,Loan Officer
5812,Male,31,79,18,6,101,2,Idaho,Biologist
5813,Male,63,117,92,2,134,4,Nevada,Audiologist
5814,Male,24,124,82,2,101,7,New Hampshire,Physician
5815,Female,71,82,65,4,104,8,Michigan,Insurance Broker
5816,Male,69,100,88,4,59,9,South Carolina,Lecturer
5817,Female,64,118,65,2,106,3,Texas,Designer
5818,Female,64,43,15,5,61,3,New York,Cook
5819,Male,66,50,70,6,83,5,Texas,Physician
5820,Male,76,107,20,3,128,1,Mississippi,Budget Analyst
5821,Male,29,70,14,2,132,7,Georgia,Web Developer
5822,Female,63,53,75,4,94,6,Minnesota,Treasurer
5823,Male,35,47,20,2,148,1,New York,Systems Administrator
5824,Female,43,93,45,5,130,4,Texas,Assistant Buyer
5825,Female,73,112,13,2,145,7,Ohio,Machine Operator
5827,Female,71,104,94,3,102,2,South Carolina,Pharmacist
5828,Female,53,75,49,4,56,5,North Carolina,Project Manager
5829,Female,18,50,70,3,76,4,Ohio,Baker
5830,Female,31,41,36,5,133,2,Nebraska,Service Supervisor
5831,Female,19,121,76,2,99,5,New York,Retail Trainee
5832,Male,21,47,42,4,126,7,North Carolina,Global Logistics Supervisor
5833,Female,26,67,9,4,140,5,Oregon,Systems Administrator
5834,Male,57,48,24,6,172,2,New Hampshire,Clerk
5835,Male,75,106,30,5,107,2,Tennessee,CNC Operator
5836,Female,27,42,72,6,102,7,Nebraska,Baker
5837,Male,42,100,35,3,135,9,New York,IT Support Staff
5838,Female,37,75,80,3,187,4,Connecticut,Baker
5839,Male,72,41,59,6,144,6,New Hampshire,Baker
5840,Male,35,128,4,2,93,3,Illinois,Steward
5841,Male,30,50,42,5,126,7,Washington,Baker
5842,Male,58,77,34,2,179,4,North Dakota,Health Educator
5843,Male,51,82,81,3,66,4,Illinois,Insurance Broker
5844,Male,18,123,26,4,90,7,Tennessee,Service Supervisor
5845,Male,37,129,47,5,118,8,Tennessee,Bellman
5846,Male,28,128,53,2,173,7,Texas,Dentist
5847,Male,38,80,28,2,178,7,New York,Bookkeeper
5848,Male,61,55,93,5,144,6,Texas,Web Developer
5849,Female,61,69,56,2,123,1,New Hampshire,Web Developer
5850,Female,42,88,18,3,129,8,South Carolina,Cashier
5851,Male,59,116,29,6,85,9,Texas,Banker
5852,Female,61,46,17,4,114,9,New York,Designer
5853,Female,39,128,9,2,159,2,Connecticut,Global Logistics Supervisor
5854,Female,70,101,43,2,129,8,North Dakota,Biologist
5855,Male,19,77,73,3,166,3,Illinois,Bookkeeper
5856,Female,77,85,62,6,103,7,Maryland,Business Broker
5857,Male,76,60,83,5,113,1,South Dakota,Bellman
5858,Female,74,59,27,2,163,9,Utah,Assistant Buyer
5859,Female,64,58,89,4,165,4,Oregon,Budget Analyst
5860,Male,22,125,42,6,130,8,Idaho,Restaurant Manager
5861,Female,55,69,87,3,140,7,Virginia,Cook
5862,Female,47,40,72,5,95,7,Delaware,Ambulatory Nurse
5863,Female,77,44,23,6,117,9,Nebraska,Physician
5864,Male,38,40,73,4,169,4,Delaware,Machine Operator
5865,Male,21,84,46,3,101,1,Kansas,Machine Operator
5866,Male,45,51,35,6,166,5,Minnesota,Loan Officer
5867,Male,72,107,91,2,64,4,Iowa,Retail Trainee
5868,Male,40,91,52,5,54,5,Tennessee,Auditor
5869,Female,65,43,94,5,128,2,New Jersey,Banker
5870,Female,33,72,93,2,79,3,Michigan,Chef Manager
5871,Male,63,127,82,4,115,8,Tennessee,Electrician
5872,Male,72,56,27,3,173,8,Maryland,Investment  Advisor
5873,Male,63,67,48,4,137,9,West Virginia,Baker
5874,Male,72,53,62,5,144,8,Washington,Health Educator
5876,Female,51,63,86,3,74,4,Florida,Accountant
5877,Male,33,59,18,2,116,7,Idaho,Budget Analyst
5878,Male,52,69,1,6,98,7,Kansas,Restaurant Manager
5879,Male,71,123,7,2,70,6,Iowa,Cashier
5880,Male,37,120,42,5,108,3,Nebraska,Bellman
5881,Female,47,87,4,3,164,2,Iowa,Dentist
5882,Male,30,64,20,4,132,4,Kansas,Steward
5883,Male,42,59,1,3,151,7,Hawaii,Doctor
5884,Male,74,50,28,4,60,3,New York,Operator
5885,Female,35,54,29,2,55,1,New Jersey,Bellman
5886,Male,24,103,4,2,92,3,Michigan,Call Center Representative
